Species,d15N.LE,d15N.bulk,d13C.LE,d13C.bulk,C.N.LE,C.N.bulk,St.Dev.C,St.Dev.N,Sample.Type,Sub.Species,Sci.Name,SampleName,Sample,Tissue.Type,Station,Date,Month,Year,Depth.Strata,Length,Weight,Latitude,Longitude,Latitude2,Longitude2,Latitude3,Longitude3,Comment
Shortraker Rockfish,16.78,16.45,-18.54,-18.36,3.13,3.21,0.219154436,0.19,Sb,Shortraker Rockfish,Sebastes,Sb20160717-119,Sb119-16,Dorsal,99,7/17/16,Jul,2016,601,40,1.115,57.88,137.3743333,5752.8,13722.46,57.88166667,137.4916667,
Shortraker Rockfish,15.3,NA,-18.85,NA,3.16,NA,0.16,0.13,Sb,Shortraker Rockfish,Sebastes,Sb20160717-122,Sb122-16,Dorsal,99,7/17/16,Jul,2016,601,59,3.045,57.88,137.3743333,5752.8,13722.46,57.88166667,137.4916667,
Shortraker Rockfish,15.31,NA,-18.69,NA,3.24,NA,0.16,0.13,Sb,Shortraker Rockfish,Sebastes,Sb20160714-83,Sb083-16,Dorsal,101,7/14/16,Jul,2016,301,64,3.875,57.18666667,136.2365,5711.2,13614.19,57.18666667,136.2365,
Shortraker Rockfish,15.31,NA,-18.93,NA,3.17,NA,0.16,0.13,Sb,Shortraker Rockfish,Sebastes,Sb20160714-85,Sb085-16,Dorsal,101,7/14/16,Jul,2016,401,53,2.49,57.18666667,136.2365,5711.2,13614.19,57.18666667,136.2365,
Shortraker Rockfish,15.01,NA,-19.3,NA,3.08,NA,0.16,0.13,Sb,Shortraker Rockfish,Sebastes,Sb20160714-89,Sb089-16,Dorsal,101,7/14/16,Jul,2016,401,50,1.985,57.18666667,136.2365,5711.2,13614.19,57.18666667,136.2365,
Shortraker Rockfish,16.31,15.81,-18.91,-18.46,3.05,3.22,0.16,0.13,Sb,Shortraker Rockfish,Sebastes,Sb20160714-92,Sb092-16,Dorsal,101,7/14/16,Jul,2016,601,40,0.945,57.21666667,136.3303333,5713,13619.82,57.18666667,136.2365,
Shortraker Rockfish,14.97,14.89,-18.54,-18.39,3.16,3.18,0.219154436,0.19,Sb,Shortraker Rockfish,Sebastes,Sb20160713-75,Sb075-16,Dorsal,102,7/13/16,Jul,2016,301,62,3.914,56.85333333,136.0026667,5651.1,13559.87,56.85333333,136.0026667,
Shortraker Rockfish,15.19,NA,-19.06,NA,3.28,NA,0.16,0.13,Sb,Shortraker Rockfish,Sebastes,Sb20160711-49,Sb049-16,Dorsal,104,7/11/16,Jul,2016,301,52,2.425,55.98333333,135.4353333,5559,13526.12,55.98333333,135.4353333,
Shortraker Rockfish,15.17,NA,-18.96,NA,3.14,NA,0.219154436,0.19,Sb,Shortraker Rockfish,Sebastes,Sb20160711-50,Sb050-16,Dorsal,104,7/11/16,Jul,2016,301,64,4.175,55.98333333,135.4353333,5559,13526.12,55.98333333,135.4353333,
Shortraker Rockfish,14.76,NA,-20.07,NA,3.14,NA,0.16,0.13,Sb,Shortraker Rockfish,Sebastes,Sb20160711-55,Sb055-16,Dorsal,104,7/11/16,Jul,2016,401,68,5.24,55.98333333,135.4353333,5559,13526.12,55.98333333,135.4353333,
Shortraker Rockfish,14.26,NA,-19.58,NA,3.09,NA,0.16,0.13,Sb,Shortraker Rockfish,Sebastes,Sb20160711-57,Sb057-16,Dorsal,104,7/11/16,Jul,2016,401,53,2.445,55.98333333,135.4353333,5559,13526.12,55.98333333,135.4353333,
Shortraker Rockfish,15.43,NA,-17.82,NA,3.08,NA,0.219154436,0.19,Sb,Shortraker Rockfish,Sebastes,Sb20160709-30,Sb030-16,Dorsal,105,7/9/16,Jul,2016,301,60,3.74,55.55666667,134.9686667,5533.4,13458.12,55.55666667,134.9686667,
Shortraker Rockfish,15.39,NA,-19.27,NA,3.25,NA,0.16,0.13,Sb,Shortraker Rockfish,Sebastes,Sb20160709-38,Sb038-16,Dorsal,105,7/9/16,Jul,2016,401,56,2.615,55.55666667,134.9686667,5533.4,13458.12,55.55666667,134.9686667,
Shortraker Rockfish,15.98,16.05,-18.24,-18.21,3.06,3.19,0.2,0.16,Sb,Shortraker Rockfish,Sebastes,Sb20160709-32,Sb032-16,Dorsal,105,7/9/16,Jul,2016,401,71,5.915,55.55666667,134.9686667,5533.4,13458.12,55.55666667,134.9686667,
Shortraker Rockfish,16.93,17.32,-18.85,-17.98,3.49,3.25,0.2,0.16,Sb,Shortraker Rockfish,Sebastes,Sb20160709-39,Sb039-16,Dorsal,105,7/9/16,Jul,2016,601,66,5.025,55.55666667,134.9686667,5533.4,13458.12,55.55666667,134.9686667,
Shortraker Rockfish,16.18,15.37,-18.1,-18.11,3.13,3.15,0.219154436,0.19,Sb,Shortraker Rockfish,Sebastes,Sb20160706-12,Sb012-16,Dorsal,108,7/6/16,Jul,2016,401,60,3.195,54.46666667,133.923,5428,13355.38,54.46666667,133.923,
Shortraker Rockfish,15.55,NA,-19.14,NA,3.31,NA,0.16,0.13,Sb,Shortraker Rockfish,Sebastes,Sb20160706-16,Sb016-16,Dorsal,108,7/6/16,Jul,2016,601,57,3.035,54.46666667,133.923,5428,13355.38,54.46666667,133.923,
Shortraker Rockfish,16.5,NA,-19.07,NA,3,NA,0.16,0.13,Sb,Shortraker Rockfish,Sebastes,Sb20160706-20,Sb020-16,Dorsal,108,7/6/16,Jul,2016,601,67,4.605,54.46666667,133.923,5428,13355.38,54.46666667,133.923,
Shortraker Rockfish,16.05,15.98,-18.15,-17.91,3.07,3.12,0.2,0.16,Sb,Shortraker Rockfish,Sebastes,Sb20160706-11,Sb011-16,Dorsal,108,7/6/16,Jul,2016,401,70,5.865,54.46666667,133.923,5428,13355.38,54.46666667,133.923,
Shortraker Rockfish,16.41,16.33,-17.83,-17.62,3.09,3.16,0.2,0.16,Sb,Shortraker Rockfish,Sebastes,Sb20160706-19,Sb019-16,Dorsal,108,7/6/16,Jul,2016,601,49,1.86,54.46666667,133.923,5428,13355.38,54.46666667,133.923,
Shortraker Rockfish,14.59,NA,-19.21,NA,3.16,NA,0.16,0.13,Sb,Shortraker Rockfish,Sebastes,Sb20160729-223,Sb223-16,Collar,137,7/29/16,Jul,2016,301,60,4.34,59.72166667,143.5318333,5943.3,14331.91,59.67333333,143.3866667,
Shortraker Rockfish,15.47,15.6,-18.44,-18.28,3.17,3.23,0.219154436,0.19,Sb,Shortraker Rockfish,Sebastes,Sb20160716-104,Sb104-16,Dorsal,142,7/16/16,Jul,2016,401,62,4.102,57.915,137.0043333,5754.9,13700.26,57.915,137.0043333,
Shortraker Rockfish,14.29,13.55,-19.2,-19.14,3.13,3.17,0.219154436,0.19,Sb,Shortraker Rockfish,Sebastes,Sb20160716-109,Sb109-16,Dorsal,143,7/16/16,Jul,2016,301,71,5.975,57.915,137.0043333,5754.9,13700.26,57.915,137.0043333,
Shortraker Rockfish,17.535725,NA,-17.6067,NA,3.26,NA,0.2,0.16,Sb,Shortraker Rockfish,Sebastes,Sb20160710-45,Sb045-16,Dorsal,144,7/10/16,Jul,2016,301,83,11.67,55.92,134.904,5555.2,13454.24,55.92,134.904,
Shortraker Rockfish,14.74,14.13,-19.17,-19.09,3.09,3.13,0.1,0.15,Sb,Shortraker Rockfish,Sebastes,Sb20170803-2,Sb201-17,Dorsal,89,8/3/17,Aug,2017,201,62,3.875,59.26,146.8653333,5915.6,14651.92,59.23,146.9601667,
Shortraker Rockfish,14.62,14.11,-19.4,-19.27,3.1,3.11,0.1,0.15,Sb,Shortraker Rockfish,Sebastes,Sb20170803-3,Sb202-17,Dorsal,89,8/3/17,Aug,2017,301,63,4.085,59.26,146.8653333,5915.6,14651.92,59.23,146.9601667,
Shortraker Rockfish,16.12,15.34,-18.41,-18.41,3.09,3.11,0.1,0.15,Sb,Shortraker Rockfish,Sebastes,Sb20170803-5,Sb209-17,Dorsal,89,8/3/17,Aug,2017,401,55,2.425,59.26,146.8653333,5915.6,14651.92,59.23,146.9601667,
Shortraker Rockfish,16.13,15.34,-18.4,-18.39,3.09,2.75,0.1,0.15,Sb,Shortraker Rockfish,Sebastes,Sb20170731-1,Sb176-17,Dorsal,92,7/31/17,Jul,2017,301,73,7.135,59.555,143.6575,5933.3,14339.45,59.555,143.6575,
Shortraker Rockfish,16.01,15.49,-18.6,-18.53,3.08,3.14,0.1,0.15,Sb,Shortraker Rockfish,Sebastes,Sb20170731-2,Sb177-17,Dorsal,92,7/31/17,Jul,2017,301,66,5.11,59.555,143.6575,5933.3,14339.45,59.555,143.6575,
Shortraker Rockfish,16.33,15.61,-18.13,-18.21,3.05,3.1,0.1,0.15,Sb,Shortraker Rockfish,Sebastes,Sb20170731-4,Sb179-17,Dorsal,92,7/31/17,Jul,2017,401,59,3.265,59.555,143.6575,5933.3,14339.45,59.555,143.6575,
Shortraker Rockfish,15.13,14.26,-19.18,-19.31,3.07,3.19,0.1,0.15,Sb,Shortraker Rockfish,Sebastes,Sb20170729-1,Sb149-17,Dorsal,93,7/29/17,Jul,2017,301,60,3.445,59.55,142.5718333,5933,14234.31,59.55,142.5718333,
Shortraker Rockfish,16.46,15.64,-18.57,-18.67,3.08,3.16,0.1,0.15,Sb,Shortraker Rockfish,Sebastes,Sb20170729-2,Sb150-17,Dorsal,93,7/29/17,Jul,2017,301,72,6.02,59.55,142.5718333,5933,14234.31,59.55,142.5718333,
Shortraker Rockfish,16.9,15.82,-17.69,-18,3.04,3.36,0.1,0.15,Sb,Shortraker Rockfish,Sebastes,Sb20170726-2,Sb128-17,Dorsal,96,7/26/17,Jul,2017,301,63,4.405,58.68166667,140.642,5840.9,14038.52,58.68333333,140.6438333,
Shortraker Rockfish,15.69,14.83,-18.67,-18.7,3.06,3.32,0.1,0.15,Sb,Shortraker Rockfish,Sebastes,Sb20170726-3,Sb130-17,Dorsal,96,7/26/17,Jul,2017,401,76,6.46,58.68166667,140.642,5840.9,14038.52,58.68333333,140.6438333,
Shortraker Rockfish,15.14,14.38,-19.18,-19.16,3.07,3.31,0.1,0.15,Sb,Shortraker Rockfish,Sebastes,Sb20170726-5,Sb132-17,Dorsal,96,7/26/17,Jul,2017,401,66,4.49,58.68166667,140.642,5840.9,14038.52,58.68333333,140.6438333,
Shortraker Rockfish,17.05,16.23,-18.27,-18.36,3.02,3.44,0.1,0.15,Sb,Shortraker Rockfish,Sebastes,Sb20170718-1,Sb107-17,Dorsal,99,7/18/17,Jul,2017,201,63,3.865,57.945,137.3833333,5756.7,13723,57.88166667,137.4916667,
Shortraker Rockfish,14.98,13.81,-18.83,-18.53,3.04,3.34,0.1,0.15,Sb,Shortraker Rockfish,Sebastes,Sb20170718-3,Sb109-17,Dorsal,99,7/18/17,Jul,2017,301,70,2.575,57.945,137.3833333,5756.7,13723,57.88166667,137.4916667,
Shortraker Rockfish,16.85,15.8,-18.35,-18.48,3.02,3.42,0.1,0.15,Sb,Shortraker Rockfish,Sebastes,Sb20170718-5,Sb111-17,Dorsal,99,7/18/17,Jul,2017,401,49,2.19,57.945,137.3833333,5756.7,13723,57.88166667,137.4916667,
Shortraker Rockfish,13.91,13.17,-19.26,-19.24,3.09,3.43,0.1,0.15,Sb,Shortraker Rockfish,Sebastes,Sb20170716-1,Sb064-17,Dorsal,100,7/16/17,Jul,2017,201,55,2.655,57.61833333,136.5398333,5737.1,13632.39,57.61833333,136.5398333,
Shortraker Rockfish,15.71,15.08,-18.69,-18.8,3.09,3.51,0.1,0.15,Sb,Shortraker Rockfish,Sebastes,Sb20170716-5,Sb068-17,Dorsal,100,7/16/17,Jul,2017,401,51,2.285,57.61833333,136.5398333,5737.1,13632.39,57.61833333,136.5398333,
Shortraker Rockfish,16.77,15.61,-17.56,-21.13,3.12,6.19,0.1,0.15,Sb,Shortraker Rockfish,Sebastes,Sb20170714-1,Sb040-17,Dorsal,102,7/14/17,Jul,2017,301,47,1.58,56.85333333,136.0026667,5651.2,13600.16,56.85333333,136.0026667,Check if really a rockfish? Looks like Af when ground
Shortraker Rockfish,16.57,15.89,-18.39,-18.55,3.1,3.1,0.1,0.15,Sb,Shortraker Rockfish,Sebastes,Sb20170714-2,Sb041-17,Dorsal,102,7/14/17,Jul,2017,301,55,3.005,56.85333333,136.0026667,5651.2,13600.16,56.85333333,136.0026667,
Shortraker Rockfish,14.8,14.09,-19.1,-19.13,3.11,3.13,0.1,0.15,Sb,Shortraker Rockfish,Sebastes,Sb20170714-3,Sb042-17,Dorsal,102,7/14/17,Jul,2017,401,61,4.79,56.89333333,136.0938333,5653.6,13605.63,56.85333333,136.0026667,
Shortraker Rockfish,14.23,13.23,-18.39,-18.74,3.03,3.23,0.1,0.15,Sb,Shortraker Rockfish,Sebastes,Sb20170714-4,Sb044-17,Dorsal,102,7/14/17,Jul,2017,401,52,2.13,56.89333333,136.0938333,5653.6,13605.63,56.85333333,136.0026667,
Shortraker Rockfish,16.49,15.92,-17.35,-17.84,3.04,3.14,0.08,0.04,Sb,Shortraker Rockfish,Sebastes,Sb20170709-2,Sb008-17,Dorsal,106,7/9/17,Jul,2017,301,87,10.105,55.34833333,134.7303333,5520.9,13443.82,55.34833333,134.7303333,
Shortraker Rockfish,15.22,14.28,-18.68,-19.21,3.06,3.1,0.08,0.04,Sb,Shortraker Rockfish,Sebastes,Sb20170709-4,Sb013-17,Dorsal,106,7/9/17,Jul,2017,201,57,3.45,55.34833333,134.7303333,5520.9,13443.82,55.34833333,134.7303333,
Shortraker Rockfish,14.67,15.2,-18.68,-18.98,3.09,2.29,0.68,0.14,Sb,Shortraker Rockfish,Sebastes,Sb20170709-1,Sb003-16,Dorsal,106,7/9/17,Jul,2017,401,61,3.285,55.34833333,134.7303333,5520.9,13443.82,55.34833333,134.7303333,
Shortraker Rockfish,15.32,15.14,-18.67,-18.72,3.08,3.3,0.1,0.15,Sb,Shortraker Rockfish,Sebastes,Sb20170730-1,Sb161-17,Dorsal,137,7/30/17,Jul,2017,201,65,4.385,59.67333333,143.3866667,5940.4,14323.2,59.67333333,143.3866667,
Shortraker Rockfish,15.22,15.34,-18.52,-18.47,3.05,3.24,0.1,0.15,Sb,Shortraker Rockfish,Sebastes,Sb20170730-2,Sb162-17,Dorsal,137,7/30/17,Jul,2017,201,66,4.69,59.67333333,143.3866667,5940.4,14323.2,59.67333333,143.3866667,
Shortraker Rockfish,14.59,14.43,-18.89,-18.84,3.08,2.81,0.1,0.15,Sb,Shortraker Rockfish,Sebastes,Sb20170730-3,Sb163-17,Dorsal,137,7/30/17,Jul,2017,201,63,4.475,59.67333333,143.3866667,5940.4,14323.2,59.67333333,143.3866667,
Shortraker Rockfish,16.55,15.74,-18.07,-18.4,3.08,3.4,0.1,0.15,Sb,Shortraker Rockfish,Sebastes,Sb20170717-1,Sb088-17,Dorsal,143,7/17/17,Jul,2017,401,53,2.38,57.96666667,137.0843333,5758,13705.06,57.915,137.0043333,
Shortraker Rockfish,15.4,14.81,-18.51,-18.69,3.13,3.38,0.1,0.15,Sb,Shortraker Rockfish,Sebastes,Sb20170717-3,Sb091-17,Dorsal,143,7/17/17,Jul,2017,301,52,2.29,57.96666667,137.0843333,5758,13705.06,57.915,137.0043333,
Shortraker Rockfish,16.04,15.47,-17.05,-17.69,3.01,3.45,0.1,0.15,Sb,Shortraker Rockfish,Sebastes,Sb20170717-4,Sb092-17,Dorsal,143,7/17/17,Jul,2017,401,63,3.66,57.96666667,137.0843333,5758,13705.06,57.915,137.0043333,
Shortraker Rockfish,15.61,15.37,-18.63,-18.61,3.09,3.46,0.1,0.15,Sb,Shortraker Rockfish,Sebastes,Sb20170717-5,Sb093-17,Dorsal,143,7/17/17,Jul,2017,401,52,2.44,57.96666667,137.0843333,5758,13705.06,57.915,137.0043333,
Skate,14.47,NA,-17.4,NA,2.66,NA,0.16,0.13,Rb,Skate,Rajidae,Rb20160802-259,Rb259-16,Wing,89,8/2/16,Aug,2016,101,118,7.54,59.23,146.9601667,5913.8,14657.61,59.23,146.9601667,
Skate,15.25,14.51,-18.51,-17.72,3.62,3.46,0.15,0.2,Rb,Skate,Rajidae,Rb20160802-260,Rb260-16,Wing,89,8/2/16,Aug,2016,101,72,1.8,59.23,146.9601667,5913.8,14657.61,59.23,146.9601667,
Skate,16.14,15.89,-18.53,-18.82,3.56,3.59,0.15,0.2,Rb,Skate,Rajidae,Rb20160802-261,Rb261-16,Wing,89,8/2/16,Aug,2016,201,94,4.95,59.23,146.9601667,5913.8,14657.61,59.23,146.9601667,
Skate,15.96,15.75,-17.48,-17.5,3.46,3.28,0.15,0.2,Rb,Skate,Rajidae,Rb20160801-247,Rb247-16,Wing,90,8/1/16,Aug,2016,101,140,15.4,59.50166667,145.5365,5930,14531.71,59.50166667,145.5365,
Skate,15.15,15.41,-18.1,-17.91,3.65,3.53,0.15,0.2,Rb,Skate,Rajidae,Rb20160801-248,Rb248-16,Wing,90,8/1/16,Aug,2016,101,130,13.9,59.50166667,145.5365,5930,14531.71,59.50166667,145.5365,
Skate,14.75,NA,-17.96,NA,2.66,NA,0.219154436,0.19,Rb,Skate,Rajidae,Rb20160801-249,Rb249-16,Wing,90,8/1/16,Aug,2016,101,68,1.4,59.50166667,145.5365,5930,14531.71,59.50166667,145.5365,
Skate,16.9,17.49,-18.32,-18.5,3.65,3.67,0.15,0.2,Rb,Skate,Rajidae,Rb20160801-254,Rb254-16,Wing,90,8/1/16,Aug,2016,301,122,8.64,59.50166667,145.5365,5930,14531.71,59.50166667,145.5365,
Skate,16.53,16.34,-18.42,-18.34,3.57,3.49,0.15,0.2,Rb,Skate,Rajidae,Rb20160730-225,Rb225-16,Wing,92,7/30/16,Jul,2016,101,93,4.83,59.555,143.6575,5933.3,14340,59.555,143.6575,
Skate,16,15.81,-18.57,-18.79,3.47,3.42,0.15,0.2,Rb,Skate,Rajidae,Rb20160730-227,Rb227-16,Wing,92,7/30/16,Jul,2016,201,129,12.25,59.555,143.6575,5933.3,14340,59.555,143.6575,
Skate,16.38,NA,-18.45,NA,3.28,NA,0.2,0.16,Rb,Skate,Rajidae,Rb20160730-229,Rb229-16,Wing,92,7/30/16,Jul,2016,301,107,8.63,59.555,143.6575,5933.3,14340,59.555,143.6575,
Skate,15.19,NA,-18.69,NA,2.72,NA,0.16,0.13,Rb,Skate,Rajidae,Rb20160726-148,Rb148-16,Wing,95,7/26/16,Jul,2016,201,122,12.35,59.05,141.3433333,5903,14120.6,59.05,141.3433333,
Skate,15.05,15.58,-19.42,-19.41,3.29,3.17,0.2,0.16,Rb,Skate,Rajidae,Rb20160726-146,Rb146-16,Wing,95,7/26/16,Jul,2016,201,37,1.25,59.05,141.3433333,5903,14120.6,59.05,141.3433333,
Skate,15.78,15.52,-18.43,-18.69,3.37,3.46,0.2,0.16,Rb,Skate,Rajidae,Rb20160726-149,Rb149-16,Wing,95,7/26/16,Jul,2016,201,110,9.45,59.05,141.3433333,5903,14120.6,59.05,141.3433333,
Skate,14.7,15.01,-18.88,-19.06,3.25,3.13,0.2,0.16,Rr,Longnose Skate,Rajidae,Rr20160719-126,Rr126-16,Wing,96,7/19/16,Jul,2016,201,92,3.41,58.68333333,140.6438333,5841,14038.63,58.68333333,140.6438333,
Skate,15.17,NA,-18.34,NA,3.32,NA,0.16,0.13,Rb,Skate,Rajidae,Rb20160719-143,Rb143-16,Wing,96,7/19/16,Jul,2016,601,69,3.545,58.68833333,140.7798333,5841.3,14046.79,58.68333333,140.6438333,
Skate,15.95,NA,-19,NA,3.24,NA,0.2,0.16,Rr,Longnose Skate,Rajidae,Rr20160719-142,Rr142-16,Wing,96,7/19/16,Jul,2016,401,123,12.135,58.68833333,140.7798333,5841.3,14046.79,58.68333333,140.6438333,
Skate,15.780117,NA,-18.5447,NA,3.19,NA,0.2,0.16,Rr,Longnose Skate,Rajidae,Rr20160717-118,Rr118-16,Wing,99,7/17/16,Jul,2016,101,106,7.07,57.88,137.3743333,5752.8,13722.46,57.88166667,137.4916667,
Skate,17.09,NA,-17.96,NA,3.16,NA,0.2,0.16,Rb,Skate,Rajidae,Rb20160715-97,Rb097-16,Wing,100,7/15/16,Jul,2016,201,112,8.215,57.61833333,136.5368333,5737.1,13632.21,57.61833333,136.5398333,
Skate,15.93,NA,-18.64,NA,2.89,NA,0.16,0.13,Rr,Longnose Skate,Rajidae,Rr20160714-77,Rr077-16,Wing,101,7/14/16,Jul,2016,201,108,7.96,57.18666667,136.2365,5711.2,13614.19,57.18666667,136.2365,
Skate,16.76,NA,-17.75,NA,2.84,NA,0.219154436,0.19,Rb,Skate,Rajidae,Rb20160711-47,Rb047-16,Wing,104,7/11/16,Jul,2016,301,118,10,55.98333333,135.4353333,5559,13526.12,55.98333333,135.4353333,
Skate,17.277272,NA,-17.9695,NA,3.29,NA,0.2,0.16,Rb,Skate,Rajidae,Rb20160711-53,Rb053-16,Wing,104,7/11/16,Jul,2016,401,105,5.905,55.98333333,135.4353333,5559,13526.12,55.98333333,135.4353333,
Skate,16.9687625,NA,-17.5431,NA,3.27,NA,0.2,0.16,Rr,Longnose Skate,Rajidae,Rr20160711-48,Rr048-16,Wing,104,7/11/16,Jul,2016,301,121,13,55.98333333,135.4353333,5559,13526.12,55.98333333,135.4353333,
Skate,15.3,NA,-18.11,NA,3.24,NA,0.219154436,0.19,Rb,Skate,Rajidae,Rb20160711-64,Rb064-16,Wing,104,7/11/16,Jul,2016,601,106,6.795,56.02666667,135.3488333,5601.6,13520.93,55.98333333,135.4353333,
Skate,17.02,NA,-17.93,NA,2.92,NA,0.219154436,0.19,Rb,Skate,Rajidae,Rb20160711-64 B,Rb064B-16,Wing,104,7/11/16,Jul,2016,601,106,6.795,56.02666667,135.3488333,5601.6,13520.93,55.98333333,135.4353333,
Skate,15.54,NA,-17.62,NA,2.61,NA,0.219154436,0.19,Rb,Skate,Rajidae,Rb20160709-27,Rb027-16,Wing,105,7/9/16,Jul,2016,201,115,9.15,55.55666667,134.9686667,5533.4,13458.12,55.55666667,134.9686667,
Skate,17.31,NA,-17.47,NA,2.85,NA,0.16,0.13,Rb,Skate,Rajidae,Rb20160709-37,Rb037-16,Wing,105,7/9/16,Jul,2016,401,119,9.915,55.55666667,134.9686667,5533.4,13458.12,55.55666667,134.9686667,
Skate,15.97,NA,-17.33,NA,2.96,NA,0.2,0.16,Rb,Skate,Rajidae,Rb20160709-26,Rb026-16,Wing,105,7/9/16,Jul,2016,201,100,5.02,55.55666667,134.9686667,5533.4,13458.12,55.55666667,134.9686667,
Skate,16.22,NA,-17.16,NA,3.02,NA,0.2,0.16,Rb,Skate,Rajidae,Rb20160709-29,Rb029-16,Wing,105,7/9/16,Jul,2016,301,122,11.5,55.55666667,134.9686667,5533.4,13458.12,55.55666667,134.9686667,
Skate,16.24,NA,-17.83,NA,3.05,NA,0.2,0.16,Rb,Skate,Rajidae,Rb20160709-31,Rb031-16,Wing,105,7/9/16,Jul,2016,301,120,12.54,55.55666667,134.9686667,5533.4,13458.12,55.55666667,134.9686667,
Skate,15.55,NA,-18.35,NA,2.78,NA,0.16,0.13,Rb,Skate,Rajidae,Rb20160707-23,Rb023-16,Wing,107,7/7/16,Jul,2016,301,96,4.7,54.95833333,134.3545,5454,13417.26,54.95833333,134.3545,
Skate,16.11,NA,-18.2,NA,2.87,NA,0.219154436,0.19,Rb,Skate,Rajidae,Rb20160707-24,Rb024-16,Wing,107,7/7/16,Jul,2016,301,100,5.71,54.95833333,134.3545,5454,13417.26,54.95833333,134.3545,
Skate,15.76,NA,-18.33,NA,3.07,NA,0.2,0.16,Rb,Skate,Rajidae,Rb20160707-25,Rb025-16,Wing,107,7/7/16,Jul,2016,601,83,3.352,54.95833333,134.3545,5457.5,13421.27,54.95833333,134.3545,
Skate,15.51,NA,-17.83,NA,2.61,NA,0.219154436,0.19,Rb,Skate,Rajidae,Rb20160706-9,Rb009-16,Wing,108,7/6/16,Jul,2016,401,96,4.525,54.46666667,133.923,5428,13355.38,54.46666667,133.923,
Skate,16.17,NA,-18.73,NA,3.08,NA,0.2,0.16,Rb,Skate,Rajidae,Rb20160706-10,Rb010-16,Wing,108,7/6/16,Jul,2016,401,88,3.795,54.46666667,133.923,5428,13355.38,54.46666667,133.923,
Skate,16.13,NA,-17.94,NA,3,NA,0.16,0.13,Rr,Longnose Skate,Rajidae,Rr20160716-102,Rr102-16,Wing,142,7/16/16,Jul,2016,401,106,7.065,57.915,137.0043333,5754.9,13700.26,57.915,137.0043333,
Skate,14.91,NA,-16.91,NA,2.66,NA,0.16,0.13,Rr,Longnose Skate,Rajidae,Rr20160716-106,Rr106-16,Wing,142,7/16/16,Jul,2016,401,105,6.63,57.915,137.0043333,5754.9,13700.26,57.915,137.0043333,
Skate,16.44,16.57,-18.33,-18.07,3.27,3.09,0.2,0.16,Rr,Longnose Skate,Rajidae,Rr20160716-107,Rr107-16,Wing,143,7/16/16,Jul,2016,301,122,11.05,57.915,137.0043333,5754.9,13700.26,57.915,137.0043333,
Skate,16.9,NA,-16.71,NA,3.03,NA,0.08,0.04,Rr,Longnose Skate,Rajidae,Rr20170802-1,Rr199-17,Wing,89,8/3/17,Aug,2017,201,113,9.15,59.26,146.8653333,5915.6,14651.92,59.23,146.9601667,
Skate,17.13,NA,-17.53,NA,2.94,NA,0.08,0.04,Rr,Longnose Skate,Rajidae,Rr20170803-1,Rr204-17,Wing,89,8/3/17,Aug,2017,301,126,14.36,59.26,146.8653333,5915.6,14651.92,59.23,146.9601667,
Skate,15.22,NA,-18.45,NA,2.98,NA,0.11,0.24,Rb,Skate,Rajidae,Rb20170801-1,Rb191-17,Wing,91,8/1/17,Aug,2017,101,122,10.89,59.51833333,144.7238333,5931.1,14443.43,59.51833333,144.7238333,
Skate,15.75,NA,-17.61,NA,2.92,NA,0.11,0.24,Rb,Skate,Rajidae,Rb20170801-2,Rb193-17,Wing,91,8/1/17,Aug,2017,201,153,13.64,59.51833333,144.7238333,5931.1,14443.43,59.51833333,144.7238333,
Skate,16.29,NA,-17.66,NA,2.99,NA,0.11,0.24,Rb,Skate,Rajidae,Rb20170731-1,Rb173-17,Wing,92,7/31/17,Jul,2017,201,135,14.61,59.555,143.6575,5933.3,14339.45,59.555,143.6575,
Skate,15.66,NA,-17.97,NA,2.98,NA,0.11,0.24,Rb,Skate,Rajidae,Rb20170731-2,Rb174-17,Wing,92,7/31/17,Jul,2017,201,132,13.37,59.555,143.6575,5933.3,14339.45,59.555,143.6575,
Skate,16.99,NA,-17.37,NA,2.99,NA,0.11,0.24,Rr,Longnose Skate,Rajidae,Rr20170731-1,Rr183-17,Wing,92,7/31/17,Jul,2017,301,124,12.27,59.555,143.6575,5933.3,14339.45,59.555,143.6575,
Skate,15.1,NA,-18.62,NA,2.94,NA,0.11,0.24,Rb,Skate,Rajidae,Rb20170729-1,Rb147-17,Wing,93,7/29/17,Jul,2017,101,141,17,59.55,142.5718333,5933,14234.31,59.55,142.5718333,
Skate,16.45,NA,-18.17,NA,3,NA,0.11,0.24,Rb,Skate,Rajidae,Rb20170729-2,Rb151-17,Wing,93,7/29/17,Jul,2017,301,119,11.28,59.55,142.5718333,5933,14234.31,59.55,142.5718333,
Skate,16.15,NA,-17.78,NA,2.96,NA,0.11,0.24,Rr,Longnose Skate,Rajidae,Rr20170729-2,Rr148-17,Wing,93,7/29/17,Jul,2017,201,133,14.45,59.55,142.5718333,5933,14234.31,59.55,142.5718333,
Skate,15.73,NA,-18.25,NA,2.98,NA,0.11,0.24,Rb,Skate,Rajidae,Rb20170727-1,Rb144-17,Wing,95,7/27/17,Jul,2017,301,124,10.63,59.05166667,141.3485,5903.1,14120.91,59.05,141.3433333,
Skate,15.96,NA,-18.49,NA,2.99,NA,0.11,0.24,Rb,Skate,Rajidae,Rb20170726-2,Rb126-17,Wing,96,7/26/17,Jul,2017,301,131,12.3,58.68166667,140.642,5840.9,14038.52,58.68333333,140.6438333,
